force,lsoa_code,lsoa_name,crimes,crime_rank,decile,pct_of_force_crime,cumulative_pct
Metropolitan Police Service,E01004147,Sutton 007D,101,4770,10,0.004,99.30
Metropolitan Police Service,E01000436,Bexley 011E,100,4781,10,0.004,99.31
Metropolitan Police Service,E01000773,Bromley 024B,100,4781,10,0.004,99.31
Metropolitan Police Service,E01001039,Croydon 029D,100,4781,10,0.004,99.32
Metropolitan Police Service,E01001859,Hammersmith and Fulham 008A,100,4781,10,0.004,99.32
Metropolitan Police Service,E01002158,Harrow 019D,100,4781,10,0.004,99.33
Metropolitan Police Service,E01002242,Harrow 024D,100,4781,10,0.004,99.33
Metropolitan Police Service,E01002255,Havering 022A,100,4781,10,0.004,99.33
Metropolitan Police Service,E01002480,Hillingdon 004D,100,4781,10,0.004,99.34
Metropolitan Police Service,E01004599,Wandsworth 025E,100,4781,10,0.004,99.34
Metropolitan Police Service,E01004697,Westminster 016D,100,4781,10,0.004,99.35
Metropolitan Police Service,E01000186,Barnet 014A,99,4791,10,0.004,99.35
Metropolitan Police Service,E01002430,Hillingdon 007A,99,4791,10,0.004,99.35
Metropolitan Police Service,E01002992,Kingston upon Thames 010D,99,4791,10,0.004,99.36
Metropolitan Police Service,E01003881,Richmond upon Thames 016B,99,4791,10,0.004,99.36
Metropolitan Police Service,E01004092,Sutton 022B,99,4791,10,0.004,99.37
Metropolitan Police Service,E01004163,Sutton 005B,99,4791,10,0.004,99.37
Metropolitan Police Service,E01000249,Barnet 001B,98,4797,10,0.004,99.38
Metropolitan Police Service,E01000659,Bromley 039E,98,4797,10,0.004,99.38
Metropolitan Police Service,E01000758,Bromley 031E,98,4797,10,0.004,99.38
Metropolitan Police Service,E01002190,Harrow 009D,98,4797,10,0.004,99.39
Metropolitan Police Service,E01002271,Havering 015B,98,4797,10,0.004,99.39
Metropolitan Police Service,E01000120,Barnet 009D,97,4802,10,0.004,99.40
Metropolitan Police Service,E01000190,Barnet 014E,97,4802,10,0.004,99.40
Metropolitan Police Service,E01000355,Bexley 011C,97,4802,10,0.004,99.41
Metropolitan Police Service,E01001127,Croydon 025A,97,4802,10,0.004,99.41
Metropolitan Police Service,E01002155,Harrow 019B,97,4802,10,0.004,99.41
Metropolitan Police Service,E01002156,Harrow 015B,97,4802,10,0.004,99.42
Metropolitan Police Service,E01002915,Kingston upon Thames 014A,97,4802,10,0.004,99.42
Metropolitan Police Service,E01033582,Newham 041B,97,4802,10,0.004,99.43
Metropolitan Police Service,E01000421,Bexley 009D,96,4810,10,0.004,99.43
Metropolitan Police Service,E01000437,Bexley 007A,96,4810,10,0.004,99.43
Metropolitan Police Service,E01000440,Bexley 007D,96,4810,10,0.004,99.44
Metropolitan Police Service,E01000761,Bromley 034C,96,4810,10,0.004,99.44
Metropolitan Police Service,E01001025,Croydon 043C,96,4810,10,0.004,99.45
Metropolitan Police Service,E01001957,Hammersmith and Fulham 002B,96,4810,10,0.004,99.45
Metropolitan Police Service,E01002976,Kingston upon Thames 015A,96,4810,10,0.004,99.45
Metropolitan Police Service,E01004101,Sutton 013A,96,4810,10,0.004,99.46
Metropolitan Police Service,E01000351,Bexley 024A,95,4818,10,0.004,99.46
Metropolitan Police Service,E01001098,Croydon 037F,95,4818,10,0.004,99.47
Metropolitan Police Service,E01001313,Ealing 002D,95,4818,10,0.004,99.47
Metropolitan Police Service,E01001867,Hammersmith and Fulham 012B,95,4818,10,0.004,99.47
Metropolitan Police Service,E01002942,Kingston upon Thames 018C,95,4818,10,0.004,99.48
Metropolitan Police Service,E01000419,Bexley 006C,94,4823,10,0.004,99.48
Metropolitan Police Service,E01000566,Brent 008C,94,4823,10,0.004,99.49
Metropolitan Police Service,E01003802,Richmond upon Thames 001F,94,4823,10,0.004,99.49
Metropolitan Police Service,E01004080,Sutton 011E,94,4823,10,0.004,99.49
Metropolitan Police Service,E01034227,Newham 042D,94,4823,10,0.004,99.50
Metropolitan Police Service,E01000339,Bexley 025A,93,4828,10,0.004,99.50
Metropolitan Police Service,E01000395,Bexley 018B,93,4828,10,0.004,99.51
Metropolitan Police Service,E01000684,Bromley 035D,93,4828,10,0.004,99.51
Metropolitan Police Service,E01000723,Bromley 029A,93,4828,10,0.004,99.51
Metropolitan Police Service,E01000971,Camden 010C,93,4828,10,0.004,99.52
Metropolitan Police Service,E01002199,Harrow 012C,93,4828,10,0.004,99.52
Metropolitan Police Service,E01002275,Havering 015D,93,4828,10,0.004,99.53
Metropolitan Police Service,E01002437,Hillingdon 006E,93,4828,10,0.004,99.53
Metropolitan Police Service,E01003879,Richmond upon Thames 008D,93,4828,10,0.004,99.53
Metropolitan Police Service,E01004482,Wandsworth 030A,93,4828,10,0.004,99.54
Metropolitan Police Service,E01000276,Barnet 020A,92,4838,10,0.004,99.54
Metropolitan Police Service,E01000830,Bromley 021C,92,4838,10,0.004,99.55
Metropolitan Police Service,E01001121,Croydon 039D,92,4838,10,0.004,99.55
Metropolitan Police Service,E01002108,Harrow 008B,92,4838,10,0.004,99.55
Metropolitan Police Service,E01002170,Harrow 033A,92,4838,10,0.004,99.56
Metropolitan Police Service,E01002916,Kingston upon Thames 014B,92,4838,10,0.004,99.56
Metropolitan Police Service,E01003363,Merton 021B,92,4838,10,0.004,99.57
Metropolitan Police Service,E01003637,Newham 021D,92,4838,10,0.004,99.57
Metropolitan Police Service,E01000732,Bromley 023D,91,4846,10,0.004,99.57
Metropolitan Police Service,E01002025,Haringey 021D,91,4846,10,0.004,99.58
Metropolitan Police Service,E01002149,Harrow 004D,91,4846,10,0.004,99.58
Metropolitan Police Service,E01002917,Kingston upon Thames 014C,91,4846,10,0.004,99.59
Metropolitan Police Service,E01004480,Wandsworth 026C,91,4846,10,0.004,99.59
Metropolitan Police Service,E01002435,Hillingdon 007C,90,4851,10,0.004,99.59
Metropolitan Police Service,E01004625,Wandsworth 027E,90,4851,10,0.004,99.60
Metropolitan Police Service,E01000037,Barking and Dagenham 003B,89,4853,10,0.004,99.60
Metropolitan Police Service,E01000396,Bexley 018C,89,4853,10,0.004,99.60
Metropolitan Police Service,E01002146,Harrow 004B,89,4853,10,0.004,99.61
Metropolitan Police Service,E01002286,Havering 025C,89,4853,10,0.004,99.61
Metropolitan Police Service,E01003474,Merton 001C,89,4853,10,0.004,99.62
Metropolitan Police Service,E01033325,Lewisham 008F,89,4853,10,0.004,99.62
Metropolitan Police Service,E01000840,Bromley 030G,88,4859,10,0.004,99.62
Metropolitan Police Service,E01001103,Croydon 039A,88,4859,10,0.004,99.63
Metropolitan Police Service,E01003382,Merton 011B,88,4859,10,0.004,99.63
Metropolitan Police Service,E01000001,City of London 001A,87,4862,10,0.004,99.63
Metropolitan Police Service,E01000423,Bexley 025C,87,4862,10,0.004,99.64
Metropolitan Police Service,E01002415,Hillingdon 010A,87,4862,10,0.004,99.64
Metropolitan Police Service,E01000168,Barnet 003B,86,4865,10,0.004,99.65
Metropolitan Police Service,E01000415,Bexley 016F,86,4865,10,0.004,99.65
Metropolitan Police Service,E01001059,Croydon 034B,86,4865,10,0.004,99.65
Metropolitan Police Service,E01001072,Croydon 042C,86,4865,10,0.004,99.66
Metropolitan Police Service,E01004091,Sutton 022A,86,4865,10,0.004,99.66
Metropolitan Police Service,E01004556,Wandsworth 009B,86,4865,10,0.004,99.66
Metropolitan Police Service,E01034191,Greenwich 040D,86,4865,10,0.004,99.67
Metropolitan Police Service,E01000425,Bexley 025D,85,4872,10,0.004,99.67
Metropolitan Police Service,E01000831,Bromley 021D,85,4872,10,0.004,99.68
Metropolitan Police Service,E01001101,Croydon 035B,85,4872,10,0.004,99.68
Metropolitan Police Service,E01001906,Hammersmith and Fulham 022C,85,4872,10,0.004,99.68
Metropolitan Police Service,E01003007,Kingston upon Thames 001B,85,4872,10,0.004,99.69
Metropolitan Police Service,E01034595,Harrow 023E,85,4872,10,0.004,99.69
Metropolitan Police Service,E01035647,Hackney 026F,85,4872,10,0.004,99.69
Metropolitan Police Service,E01003902,Richmond upon Thames 015E,84,4879,10,0.004,99.70
Metropolitan Police Service,E01000348,Bexley 020A,83,4880,10,0.004,99.70
Metropolitan Police Service,E01000451,Bexley 009F,83,4880,10,0.004,99.70
Metropolitan Police Service,E01000815,Bromley 025E,83,4880,10,0.004,99.71
Metropolitan Police Service,E01001096,Croydon 037D,83,4880,10,0.004,99.71
Metropolitan Police Service,E01001456,Enfield 022A,83,4880,10,0.004,99.71
Metropolitan Police Service,E01002959,Kingston upon Thames 002E,83,4880,10,0.004,99.72
Metropolitan Police Service,E01004190,Sutton 008C,83,4880,10,0.004,99.72
Metropolitan Police Service,E01004641,Wandsworth 011E,83,4880,10,0.004,99.73
Metropolitan Police Service,E01032637,Southwark 035E,83,4880,10,0.004,99.73
Metropolitan Police Service,E01033493,Islington 006F,83,4880,10,0.004,99.73
Metropolitan Police Service,E01000341,Bexley 022A,82,4890,10,0.003,99.74
Metropolitan Police Service,E01000755,Bromley 031C,82,4890,10,0.003,99.74
Metropolitan Police Service,E01000811,Bromley 025C,82,4890,10,0.003,99.74
Metropolitan Police Service,E01002272,Havering 014A,82,4890,10,0.003,99.75
Metropolitan Police Service,E01002355,Havering 014E,82,4890,10,0.003,99.75
Metropolitan Police Service,E01002842,Kensington and Chelsea 021C,82,4890,10,0.003,99.75
Metropolitan Police Service,E01003010,Kingston upon Thames 001E,82,4890,10,0.003,99.76
Metropolitan Police Service,E01003780,Redbridge 014G,82,4890,10,0.003,99.76
Metropolitan Police Service,E01004478,Wandsworth 017B,82,4890,10,0.003,99.76
Metropolitan Police Service,E01000326,Bexley 014B,81,4899,10,0.003,99.77
Metropolitan Police Service,E01000458,Bexley 027E,81,4899,10,0.003,99.77
Metropolitan Police Service,E01000461,Bexley 024E,81,4899,10,0.003,99.77
Metropolitan Police Service,E01000767,Bromley 027D,81,4899,10,0.003,99.78
Metropolitan Police Service,E01001077,Croydon 032C,81,4899,10,0.003,99.78
Metropolitan Police Service,E01003364,Merton 021C,81,4899,10,0.003,99.78
Metropolitan Police Service,E01003424,Merton 015B,81,4899,10,0.003,99.79
Metropolitan Police Service,E01033742,Greenwich 007F,81,4899,10,0.003,99.79
Metropolitan Police Service,E01000814,Bromley 028E,80,4907,10,0.003,99.79
Metropolitan Police Service,E01002980,Kingston upon Thames 012C,80,4907,10,0.003,99.80
Metropolitan Police Service,E01003824,Richmond upon Thames 023C,80,4907,10,0.003,99.80
Metropolitan Police Service,E01032638,Southwark 035D,80,4907,10,0.003,99.81
Metropolitan Police Service,E01000488,Brent 022A,79,4911,10,0.003,99.81
Metropolitan Police Service,E01000826,Bromley 021A,79,4911,10,0.003,99.81
Metropolitan Police Service,E01002937,Kingston upon Thames 004D,79,4911,10,0.003,99.82
Metropolitan Police Service,E01000966,Camden 016D,78,4914,10,0.003,99.82
Metropolitan Police Service,E01002364,Havering 023C,78,4914,10,0.003,99.82
Metropolitan Police Service,E01034193,Greenwich 041A,78,4914,10,0.003,99.83
Metropolitan Police Service,E01000448,Bexley 023D,77,4917,10,0.003,99.83
Metropolitan Police Service,E01000757,Bromley 031D,77,4917,10,0.003,99.83
Metropolitan Police Service,E01002743,Islington 009C,77,4917,10,0.003,99.83
Metropolitan Police Service,E01004122,Sutton 008B,77,4917,10,0.003,99.84
Metropolitan Police Service,E01000452,Bexley 009G,76,4921,10,0.003,99.84
Metropolitan Police Service,E01002288,Havering 025D,76,4921,10,0.003,99.84
Metropolitan Police Service,E01004112,Sutton 016C,76,4921,10,0.003,99.85
Metropolitan Police Service,E01004133,Sutton 009E,76,4921,10,0.003,99.85
Metropolitan Police Service,E01000766,Bromley 027C,75,4925,10,0.003,99.85
Metropolitan Police Service,E01000810,Bromley 025B,75,4925,10,0.003,99.86
Metropolitan Police Service,E01002388,Havering 024C,75,4925,10,0.003,99.86
Metropolitan Police Service,E01000115,Barnet 009A,74,4928,10,0.003,99.86
Metropolitan Police Service,E01002539,Hillingdon 005D,74,4928,10,0.003,99.87
Metropolitan Police Service,E01003365,Merton 021D,74,4928,10,0.003,99.87
Metropolitan Police Service,E01000446,Bexley 024D,73,4931,10,0.003,99.87
Metropolitan Police Service,E01002416,Hillingdon 008A,73,4931,10,0.003,99.88
Metropolitan Police Service,E01003905,Richmond upon Thames 010A,73,4931,10,0.003,99.88
Metropolitan Police Service,E01000808,Bromley 025A,72,4934,10,0.003,99.88
Metropolitan Police Service,E01001019,Croydon 044B,72,4934,10,0.003,99.89
Metropolitan Police Service,E01002257,Havering 019C,72,4934,10,0.003,99.89
Metropolitan Police Service,E01003462,Merton 002B,72,4934,10,0.003,99.89
Metropolitan Police Service,E01001032,Croydon 035A,71,4938,10,0.003,99.89
Metropolitan Police Service,E01004387,Waltham Forest 007E,71,4938,10,0.003,99.90
Metropolitan Police Service,E01034028,Ealing 019F,71,4938,10,0.003,99.90
Metropolitan Police Service,E01004157,Sutton 016E,69,4941,10,0.003,99.90
Metropolitan Police Service,E01000701,Bromley 015B,68,4942,10,0.003,99.91
Metropolitan Police Service,E01000409,Bexley 016C,67,4943,10,0.003,99.91
Metropolitan Police Service,E01002089,Haringey 013D,67,4943,10,0.003,99.91
Metropolitan Police Service,E01002431,Hillingdon 006C,67,4943,10,0.003,99.92
Metropolitan Police Service,E01003454,Merton 003B,67,4943,10,0.003,99.92
Metropolitan Police Service,E01000681,Bromley 035A,66,4947,10,0.003,99.92
Metropolitan Police Service,E01000702,Bromley 013B,66,4947,10,0.003,99.92
Metropolitan Police Service,E01002459,Hillingdon 011B,66,4947,10,0.003,99.93
Metropolitan Police Service,E01002359,Havering 020A,65,4950,10,0.003,99.93
Metropolitan Police Service,E01002462,Hillingdon 011D,65,4950,10,0.003,99.93
Metropolitan Police Service,E01004531,Wandsworth 033A,65,4950,10,0.003,99.94
Metropolitan Police Service,E01004132,Sutton 009D,64,4953,10,0.003,99.94
Metropolitan Police Service,E01000836,Bromley 030C,63,4954,10,0.003,99.94
Metropolitan Police Service,E01002253,Havering 019A,62,4955,10,0.003,99.94
Metropolitan Police Service,E01003649,Redbridge 012C,62,4955,10,0.003,99.95
Metropolitan Police Service,E01001119,Croydon 034G,61,4957,10,0.003,99.95
Metropolitan Police Service,E01000794,Bromley 035E,59,4958,10,0.003,99.95
Metropolitan Police Service,E01035662,Tower Hamlets 004H,59,4958,10,0.003,99.95
Metropolitan Police Service,E01000411,Bexley 016D,58,4960,10,0.002,99.96
Metropolitan Police Service,E01000834,Bromley 027E,58,4960,10,0.002,99.96
Metropolitan Police Service,E01002188,Harrow 016A,57,4962,10,0.002,99.96
Metropolitan Police Service,E01002256,Havering 018B,57,4962,10,0.002,99.96
Metropolitan Police Service,E01002979,Kingston upon Thames 015C,56,4964,10,0.002,99.97
Metropolitan Police Service,E01000463,Bexley 025E,55,4965,10,0.002,99.97
Metropolitan Police Service,E01000456,Bexley 013E,54,4966,10,0.002,99.97
Metropolitan Police Service,E01032790,Hammersmith and Fulham 023F,54,4966,10,0.002,99.97
Metropolitan Police Service,E01000839,Bromley 030F,52,4968,10,0.002,99.97
Metropolitan Police Service,E01000954,Camden 022C,51,4969,10,0.002,99.98
Metropolitan Police Service,E01002376,Havering 012C,51,4969,10,0.002,99.98
Metropolitan Police Service,E01004154,Sutton 022E,51,4969,10,0.002,99.98
Metropolitan Police Service,E01003425,Merton 015C,50,4972,10,0.002,99.98
Metropolitan Police Service,E01000345,Bexley 022D,49,4973,10,0.002,99.99
Metropolitan Police Service,E01003822,Richmond upon Thames 023A,49,4973,10,0.002,99.99
Metropolitan Police Service,E01001726,Hackney 004B,48,4975,10,0.002,99.99
Metropolitan Police Service,E01002922,Kingston upon Thames 010A,48,4975,10,0.002,99.99
Metropolitan Police Service,E01034045,Hounslow 031A,45,4977,10,0.002,99.99
Metropolitan Police Service,E01003747,Redbridge 001D,41,4978,10,0.002,100.00
Metropolitan Police Service,E01004117,Sutton 006A,41,4978,10,0.002,100.00
Metropolitan Police Service,E01003418,Merton 025B,36,4980,10,0.002,100.00
Metropolitan Police Service,E01002318,Havering 014D,32,4981,10,0.001,100.00
West Midlands Police,E01033620,Birmingham 138A,12497,1,1,1.828,1.83
West Midlands Police,E01010368,Walsall 030A,4842,2,1,0.708,2.54
West Midlands Police,E01034743,Coventry 031E,4683,3,1,0.685,3.22
West Midlands Police,E01033615,Birmingham 135C,4209,4,1,0.616,3.84
West Midlands Police,E01033561,Birmingham 050E,3880,5,1,0.567,4.40
West Midlands Police,E01034313,Wolverhampton 020H,3812,6,1,0.557,4.96
West Midlands Police,E01033617,Birmingham 050F,3758,7,1,0.550,5.51
West Midlands Police,E01034744,Coventry 031F,3724,8,1,0.545,6.05
West Midlands Police,E01010109,Solihull 009A,2889,9,1,0.422,6.48
West Midlands Police,E01009146,Birmingham 136B,2555,10,1,0.374,6.85
West Midlands Police,E01009239,Birmingham 033F,2530,11,1,0.370,7.22
West Midlands Police,E01010406,Walsall 027C,2469,12,1,0.361,7.58
West Midlands Police,E01010192,Solihull 019A,2357,13,1,0.345,7.93
West Midlands Police,E01034312,Wolverhampton 020G,2352,14,1,0.344,8.27
West Midlands Police,E01009741,Dudley 022A,2322,15,1,0.340,8.61
West Midlands Police,E01010564,Wolverhampton 012C,2312,16,1,0.338,8.95
West Midlands Police,E01033557,Birmingham 134B,2018,17,1,0.295,9.24
West Midlands Police,E01009284,Birmingham 096A,2008,18,1,0.294,9.54
West Midlands Police,E01010106,Sandwell 019D,2008,18,1,0.294,9.83
West Midlands Police,E01034741,Coventry 028E,1859,20,1,0.272,10.10
West Midlands Police,E01009580,Coventry 019A,1832,21,1,0.268,10.37
West Midlands Police,E01033896,Walsall 030F,1770,22,1,0.259,10.63
West Midlands Police,E01033562,Birmingham 087F,1761,23,1,0.258,10.89
West Midlands Police,E01009320,Birmingham 081F,1757,24,1,0.257,11.14
West Midlands Police,E01009332,Birmingham 139E,1709,25,1,0.250,11.39
West Midlands Police,E01034947,Birmingham 135F,1709,25,1,0.250,11.64
West Midlands Police,E01009757,Dudley 006C,1698,27,1,0.248,11.89
West Midlands Police,E01009200,Birmingham 139A,1683,28,1,0.246,12.14
West Midlands Police,E01009449,Birmingham 009A,1679,29,1,0.246,12.38
West Midlands Police,E01009007,Birmingham 023D,1649,30,1,0.241,12.62
West Midlands Police,E01010414,Wolverhampton 027A,1630,31,1,0.238,12.86
West Midlands Police,E01009638,Coventry 024C,1539,32,1,0.225,13.09
West Midlands Police,E01010292,Walsall 008A,1500,33,1,0.219,13.31
West Midlands Police,E01010363,Walsall 026D,1496,34,1,0.219,13.53
West Midlands Police,E01010107,Sandwell 020D,1479,35,1,0.216,13.74
West Midlands Police,E01009347,Birmingham 049D,1468,36,1,0.215,13.96
West Midlands Police,E01009341,Birmingham 066E,1466,37,1,0.214,14.17
West Midlands Police,E01009219,Birmingham 120E,1419,38,1,0.208,14.38
West Midlands Police,E01008990,Birmingham 064E,1414,39,1,0.207,14.59
West Midlands Police,E01010125,Solihull 006A,1369,40,1,0.200,14.79
West Midlands Police,E01009889,Dudley 015C,1357,41,1,0.198,14.98
West Midlands Police,E01009927,Sandwell 034F,1350,42,1,0.197,15.18
West Midlands Police,E01010017,Sandwell 024A,1336,43,1,0.195,15.38
West Midlands Police,E01032590,Solihull 030D,1333,44,1,0.195,15.57
West Midlands Police,E01033890,Sandwell 040B,1301,45,1,0.190,15.76
West Midlands Police,E01009178,Birmingham 104C,1283,46,1,0.188,15.95
West Midlands Police,E01009242,Birmingham 024E,1273,47,1,0.186,16.14
West Midlands Police,E01010203,Solihull 022C,1272,48,1,0.186,16.32
West Midlands Police,E01010530,Wolverhampton 035H,1259,49,1,0.184,16.51
West Midlands Police,E01009981,Sandwell 018A,1226,50,1,0.179,16.69
West Midlands Police,E01009159,Birmingham 130A,1218,51,1,0.178,16.86
West Midlands Police,E01034944,Birmingham 129E,1215,52,1,0.178,17.04
West Midlands Police,E01009932,Sandwell 033D,1211,53,1,0.177,17.22
West Midlands Police,E01009744,Dudley 022B,1200,54,1,0.175,17.39
West Midlands Police,E01010090,Sandwell 005A,1193,55,1,0.174,17.57
West Midlands Police,E01009090,Birmingham 042E,1175,56,1,0.172,17.74
West Midlands Police,E01009095,Birmingham 056A,1151,57,1,0.168,17.91
West Midlands Police,E01033646,Birmingham 031I,1150,58,1,0.168,18.08
West Midlands Police,E01009989,Sandwell 019C,1144,59,1,0.167,18.24
West Midlands Police,E01010268,Walsall 021B,1136,60,1,0.166,18.41
West Midlands Police,E01010096,Sandwell 005C,1135,61,1,0.166,18.58
West Midlands Police,E01009856,Dudley 035A,1110,62,1,0.162,18.74
West Midlands Police,E01010018,Sandwell 021C,1106,63,1,0.162,18.90
West Midlands Police,E01034930,Birmingham 050H,1102,64,1,0.161,19.06
West Midlands Police,E01009892,Dudley 010B,1088,65,1,0.159,19.22
West Midlands Police,E01009836,Dudley 037B,1080,66,1,0.158,19.38
West Midlands Police,E01033627,Birmingham 137E,1073,67,1,0.157,19.54
West Midlands Police,E01010369,Walsall 024D,1066,68,1,0.156,19.69
West Midlands Police,E01010476,Wolverhampton 015E,1066,68,1,0.156,19.85
West Midlands Police,E01034935,Birmingham 058G,1063,70,1,0.155,20.00
West Midlands Police,E01009553,Coventry 031B,1048,71,1,0.153,20.16
West Midlands Police,E01008894,Birmingham 089E,1041,72,1,0.152,20.31
West Midlands Police,E01009015,Birmingham 089G,1038,73,1,0.152,20.46
West Midlands Police,E01009412,Birmingham 030C,1033,74,1,0.151,20.61
West Midlands Police,E01010249,Walsall 004A,1026,75,1,0.150,20.76
West Midlands Police,E01009379,Birmingham 071E,1012,76,1,0.148,20.91
West Midlands Police,E01010306,Walsall 001C,1009,77,1,0.148,21.06
West Midlands Police,E01010450,Wolverhampton 029B,1006,78,1,0.147,21.20
West Midlands Police,E01009360,Birmingham 047D,1005,79,1,0.147,21.35
West Midlands Police,E01008886,Birmingham 076B,1003,80,1,0.147,21.50
West Midlands Police,E01034921,Birmingham 039I,1000,81,1,0.146,21.64
West Midlands Police,E01009473,Birmingham 010E,996,82,1,0.146,21.79
West Midlands Police,E01034948,Birmingham 136E,994,83,1,0.145,21.93
West Midlands Police,E01008952,Birmingham 112B,991,84,1,0.145,22.08
West Midlands Police,E01009101,Birmingham 029D,987,85,1,0.144,22.22
West Midlands Police,E01010473,Wolverhampton 015C,987,85,1,0.144,22.37
West Midlands Police,E01010061,Sandwell 041B,985,87,1,0.144,22.51
West Midlands Police,E01009345,Birmingham 053D,979,88,1,0.143,22.66
West Midlands Police,E01010102,Sandwell 020C,979,88,1,0.143,22.80
West Midlands Police,E01009013,Birmingham 031D,977,90,1,0.143,22.94
West Midlands Police,E01009153,Birmingham 053C,970,91,1,0.142,23.08
West Midlands Police,E01010123,Solihull 003C,970,91,1,0.142,23.23
West Midlands Police,E01009543,Coventry 033D,965,93,1,0.141,23.37
West Midlands Police,E01009884,Dudley 013D,965,93,1,0.141,23.51
West Midlands Police,E01010103,Sandwell 017D,965,93,1,0.141,23.65
West Midlands Police,E01009615,Coventry 027A,959,96,1,0.140,23.79
West Midlands Police,E01010087,Sandwell 001C,953,97,1,0.139,23.93
West Midlands Police,E01010410,Wolverhampton 033A,953,97,1,0.139,24.07
West Midlands Police,E01034309,Dudley 011F,949,99,1,0.139,24.21
West Midlands Police,E01009569,Coventry 015A,946,100,1,0.138,24.34
West Midlands Police,E01009102,Birmingham 141E,935,101,1,0.137,24.48
West Midlands Police,E01034940,Birmingham 096H,934,102,1,0.137,24.62
West Midlands Police,E01009354,Birmingham 036F,932,103,1,0.136,24.75
West Midlands Police,E01033640,Birmingham 134E,930,104,1,0.136,24.89
West Midlands Police,E01009359,Birmingham 047C,929,105,1,0.136,25.03
West Midlands Police,E01009413,Birmingham 030D,928,106,1,0.136,25.16
West Midlands Police,E01009607,Coventry 004C,921,107,1,0.135,25.30
West Midlands Police,E01009988,Sandwell 020A,921,107,1,0.135,25.43
West Midlands Police,E01010263,Walsall 033B,920,109,1,0.135,25.57
West Midlands Police,E01009053,Birmingham 033B,917,110,1,0.134,25.70
West Midlands Police,E01009358,Birmingham 047B,917,110,1,0.134,25.83
West Midlands Police,E01009953,Sandwell 038A,916,112,1,0.134,25.97
West Midlands Police,E01008907,Birmingham 040B,915,113,1,0.134,26.10
West Midlands Police,E01009343,Birmingham 063E,915,113,1,0.134,26.24
West Midlands Police,E01009362,Birmingham 071A,897,115,1,0.131,26.37
West Midlands Police,E01010241,Walsall 015A,894,116,1,0.131,26.50
West Midlands Police,E01009641,Coventry 024F,887,117,1,0.130,26.63
West Midlands Police,E01009365,Birmingham 071D,881,118,1,0.129,26.76
West Midlands Police,E01033629,Birmingham 106F,880,119,1,0.129,26.88
West Midlands Police,E01009018,Birmingham 090B,870,120,1,0.127,27.01
West Midlands Police,E01009575,Coventry 005B,866,121,1,0.127,27.14
West Midlands Police,E01033625,Birmingham 138D,861,122,1,0.126,27.26
West Midlands Police,E01009069,Birmingham 075D,859,123,1,0.126,27.39
West Midlands Police,E01009275,Birmingham 039A,858,124,1,0.125,27.52
West Midlands Police,E01010370,Walsall 030B,853,125,1,0.125,27.64
West Midlands Police,E01009548,Coventry 031A,850,126,1,0.124,27.76
West Midlands Police,E01010129,Solihull 006B,839,127,1,0.123,27.89
West Midlands Police,E01009371,Birmingham 077D,837,128,1,0.122,28.01
West Midlands Police,E01009647,Coventry 017C,832,129,1,0.122,28.13
West Midlands Police,E01009266,Birmingham 034A,831,130,1,0.122,28.25
West Midlands Police,E01009182,Birmingham 092A,828,131,1,0.121,28.37
West Midlands Police,E01008884,Birmingham 078B,827,132,1,0.121,28.49
West Midlands Police,E01009509,Birmingham 056D,827,132,1,0.121,28.62
West Midlands Police,E01009632,Coventry 020D,822,134,1,0.120,28.74
West Midlands Police,E01009410,Birmingham 026D,817,135,1,0.119,28.86
West Midlands Police,E01009507,Birmingham 056B,817,135,1,0.119,28.97
West Midlands Police,E01008881,Birmingham 067A,815,137,1,0.119,29.09
West Midlands Police,E01009355,Birmingham 039E,814,138,1,0.119,29.21
West Midlands Police,E01033623,Birmingham 138C,814,138,1,0.119,29.33
West Midlands Police,E01009382,Birmingham 142D,811,140,1,0.119,29.45
West Midlands Police,E01009476,Birmingham 055B,806,141,1,0.118,29.57
West Midlands Police,E01009462,Birmingham 018F,795,142,1,0.116,29.68
West Midlands Police,E01010404,Walsall 025C,795,142,1,0.116,29.80
West Midlands Police,E01008887,Birmingham 078C,790,144,1,0.116,29.92
West Midlands Police,E01032888,Walsall 018F,786,145,1,0.115,30.03
West Midlands Police,E01008910,Birmingham 050A,782,146,1,0.114,30.15
West Midlands Police,E01009202,Birmingham 043B,780,147,1,0.114,30.26
West Midlands Police,E01010508,Wolverhampton 017B,780,147,1,0.114,30.37
West Midlands Police,E01009315,Birmingham 081A,774,149,1,0.113,30.49
West Midlands Police,E01009051,Birmingham 033A,773,150,1,0.113,30.60
West Midlands Police,E01033616,Birmingham 135D,771,151,1,0.113,30.71
West Midlands Police,E01009733,Dudley 039B,768,152,1,0.112,30.83
West Midlands Police,E01034946,Birmingham 135E,764,153,1,0.112,30.94
West Midlands Police,E01009140,Birmingham 060C,763,154,1,0.112,31.05
West Midlands Police,E01010464,Wolverhampton 020B,761,155,1,0.111,31.16
West Midlands Police,E01009289,Birmingham 096E,760,156,1,0.111,31.27
West Midlands Police,E01009566,Coventry 009B,759,157,1,0.111,31.38
West Midlands Police,E01010365,Walsall 031C,759,157,1,0.111,31.49
West Midlands Police,E01033622,Birmingham 138B,752,159,1,0.110,31.60
West Midlands Police,E01009348,Birmingham 047A,748,160,1,0.109,31.71
West Midlands Police,E01010114,Solihull 009E,745,161,1,0.109,31.82
West Midlands Police,E01009299,Birmingham 057B,743,162,1,0.109,31.93
